ReviewID,CustomerID,ProductID,ReviewText,ReviewDate,ReviewSentiment,SentimentClass
314,614,256,"It's not bad, just didn't live up to the expectations I had.",2023-10-12,0.24318181818181814,Positive
315,733,293,"Excellent quality, great design, and super easy to use.",2024-05-04,0.6416666666666666,Positive
316,657,209,The product is exactly what I was hoping for. I'm very satisfied.,2024-06-10,0.45,Positive
317,727,284,"It's okay for basic use, but I wouldn't recommend it for anything more.",2023-07-22,0.3333333333333333,Positive
318,872,239,The product performs decently but lacks some key features.,2023-10-01,0.08333333333333333,Positive
319,233,271,It's sufficient for basic needs but could be better.,2023-10-04,0.25,Positive
320,119,269,"It serves its purpose, but it's not anything extraordinary.",2023-08-09,0.3333333333333333,Positive
321,162,234,Perfect product for my needs! I can't imagine using anything else now.,2024-06-22,1.0,Positive
322,244,200,Perfect product for my needs! I can't imagine using anything else now.,2024-03-07,1.0,Positive
323,170,279,"It's functional, but I'm not blown away by it.",2023-09-22,0.0,Neutral
324,371,255,The product does exactly what it's supposed to do. Very happy.,2024-06-02,0.625,Positive
325,684,279,"I have no complaints, but I don't have any praise for it either.",2024-05-15,0.0,Neutral
326,459,299,I couldn't be more pleased with this purchase. It works perfectly!,2023-08-18,0.6666666666666666,Positive
327,510,291,I couldn't be happier with my purchase. It's perfect for what I needed.,2023-06-28,1.0,Positive
328,569,269,"The instructions were unclear, and it doesn't work as advertised.",2024-04-06,0.0,Neutral
329,599,244,"It's a decent option, but not the best one out there.",2024-01-03,0.5833333333333334,Positive
330,883,271,The product is okay but nothing too special.,2024-02-24,0.4285714285714286,Positive
331,120,298,Impressed with the durability and performance of this product.,2024-05-19,1.0,Positive
332,308,237,It's sufficient for basic needs but could be better.,2024-05-29,0.25,Positive
333,843,251,"The product arrived on time, but it's just alright.",2023-12-16,0.0,Neutral
334,368,264,"It's a decent product, but it doesn't offer the best value for the price.",2023-11-13,0.5833333333333334,Positive
335,710,222,This doesn't even deserve one star. Completely useless and unreliable.,2023-07-16,-0.5,Negative
336,312,222,"It's decent for the price, but it's not high quality.",2024-05-03,0.04333333333333333,Neutral
337,457,253,Poor quality and unreliable. Would not buy again.,2024-06-22,-0.4,Negative
338,522,216,I would not recommend this to anyone. It's a complete waste of money.,2023-07-28,-0.05,Neutral
339,696,261,This product has saved me so much time and effort. I couldn't be happier.,2024-01-16,0.2,Positive
340,840,219,I couldn't be more pleased with this purchase. It works perfectly!,2024-02-21,0.6666666666666666,Positive
341,626,234,Not worth the hype. It's poorly made and doesn't function well.,2023-07-27,-0.275,Negative
342,424,299,I would not recommend this to anyone. It's a complete waste of money.,2024-04-05,-0.05,Neutral
343,756,224,"It's functional, but it's not a must-have product.",2024-04-23,0.0,Neutral
344,561,227,I would not recommend this to anyone. It's a complete waste of money.,2023-07-30,-0.05,Neutral
345,865,273,"It's an okay product, nothing too fancy but does what it needs to do.",2024-04-02,0.5,Positive
346,605,298,"It does the job, but I wasn't impressed by its performance.",2024-01-13,1.0,Positive
347,217,201,"It's neither good nor bad. It works, but nothing to rave about.",2024-03-30,5.551115123125783e-17,Neutral
348,642,211,"This item is exactly as described, and it works beautifully!",2023-12-23,0.625,Positive
349,230,294,Top-notch customer service and a reliable product. Great job!,2024-06-13,1.0,Positive
350,574,216,"The product works, but I've had better experiences with similar products.",2023-07-21,0.25,Positive
351,741,207,Such a fantastic product at a great price. Worth every cent!,2023-09-24,0.39375000000000004,Positive
352,739,269,The product is okay but nothing too special.,2024-01-17,0.4285714285714286,Positive
353,712,239,The product functions as expected but isn't remarkable.,2023-08-10,0.325,Positive
354,346,247,"The product is decent, but I've come across better quality.",2023-12-03,0.3333333333333333,Positive
355,222,256,"It's a decent option, but not the best one out there.",2023-10-30,0.5833333333333334,Positive
356,378,230,I'm very pleased with how quickly it arrived and the quality of the product.,2023-10-22,0.4916666666666667,Positive
357,552,200,Very high-quality product. I would buy it again without hesitation.,2024-02-08,0.2,Positive
358,324,243,"The product is okay, just nothing special to make it stand out.",2024-05-17,0.4285714285714286,Positive
359,325,250,"Fantastic quality, and the performance is just amazing. Highly recommend!",2024-02-02,0.39999999999999997,Positive
360,286,284,"I was expecting something better, but this product is just average.",2024-06-04,0.175,Positive
361,265,284,"I was expecting something better, but this product is just average.",2024-01-27,0.175,Positive
362,950,284,The product was defective when I received it. Very disappointing.,2024-01-19,-0.78,Negative
363,854,203,So impressed by the quality. This product truly delivers.,2024-05-19,1.0,Positive
364,631,265,I'm very happy with the performance. It does exactly what I need.,2023-11-20,0.625,Positive
365,866,205,Very high-quality product. I would buy it again without hesitation.,2024-04-19,0.2,Positive
366,581,268,This product has exceeded all my expectations. I'm thrilled with it.,2023-11-20,0.6,Positive
367,505,238,"It works fine for what it's meant to do, but there's nothing exciting about it.",2024-05-21,0.35833333333333334,Positive
368,796,247,It was a complete waste of money. I would never buy this again.,2023-11-06,-0.05,Neutral
369,108,259,"It serves its purpose, but it's not anything extraordinary.",2023-07-28,0.3333333333333333,Positive
370,285,256,"The product arrived on time, and I couldn't be happier with it.",2024-03-18,0.0,Neutral
371,627,279,"It's not great, but it's not bad either. It's somewhere in between.",2023-09-11,-0.02500000000000005,Neutral
372,756,216,"It's good enough to keep, but I'm not excited about it.",2023-07-09,0.1708333333333333,Positive
373,928,208,I'm very happy with the performance. It does exactly what I need.,2023-11-25,0.625,Positive
374,105,263,Very high-quality product. I would buy it again without hesitation.,2023-08-26,0.2,Positive
375,282,207,This product is absolutely amazing. I'm recommending it to all my friends.,2023-12-09,0.6000000000000001,Positive
376,257,200,"The quality is average, and it's okay for the price.",2023-08-27,0.175,Positive
377,315,260,"It's acceptable, but I don't have any strong feelings about it.",2023-11-02,0.43333333333333335,Positive
378,597,233,"I tried using it, but it's just not functional. Very frustrating.",2023-12-26,-0.52,Negative
379,964,218,The item broke after a few days of use. Not happy at all.,2023-07-23,-0.30000000000000004,Negative
380,931,243,"I'm so dissatisfied. It doesn't work, and the build quality is subpar.",2023-10-07,0.0,Neutral
381,630,274,The product does exactly what it's supposed to do. Very happy.,2024-02-06,0.625,Positive
382,587,234,"It works fine for now, but I'm not sure about its long-term durability.",2023-11-12,0.08333333333333334,Positive
383,396,241,Such a fantastic product at a great price. Worth every cent!,2023-11-28,0.39375000000000004,Positive
384,626,209,"It works fine, but I had expected a bit more for the price.",2023-07-18,0.2722222222222222,Positive
385,614,252,"Nothing to complain about, but nothing extraordinary either.",2024-01-19,0.3333333333333333,Positive
386,391,217,The product is exactly what I was hoping for. I'm very satisfied.,2024-01-25,0.45,Positive
387,568,292,"The customer service was fantastic, and the product arrived on time.",2024-06-19,0.4,Positive
388,463,278,Very poor quality. It's already falling apart after a few weeks of use.,2024-05-23,-0.36,Negative
389,739,228,I'm really upset with this purchase. It didn't do what it claimed.,2023-11-08,0.2,Positive
390,976,278,I'm really impressed with the quality and the results. 10/10!,2023-07-19,1.0,Positive
391,969,280,Completely useless. It doesn't do what it says on the box.,2023-09-17,-0.5,Negative
392,632,206,The product is functional but doesn't offer anything exciting.,2024-02-20,0.3,Positive
393,548,275,Excellent quality and fast shipping. Very happy with it.,2023-12-11,0.7333333333333334,Positive
394,429,230,Wonderful product! The quality and performance are unmatched.,2024-04-14,1.0,Positive
395,675,210,Not worth the investment. Very disappointing experience.,2024-01-18,-0.465,Negative
396,681,284,"It's functional, but it's not a must-have product.",2023-10-05,0.0,Neutral
397,286,279,I absolutely love this product! It exceeded my expectations in every way.,2024-01-21,0.625,Positive
398,733,296,"It's decent, though I expected a little more.",2024-01-06,0.09479166666666666,Positive
399,932,252,"The product works as expected, but it's nothing special.",2024-05-24,0.12857142857142856,Positive
400,648,221,Everything about this product is great! It works as advertised and more.,2023-10-23,0.75,Positive
401,964,248,"It's good, but I was hoping for a bit more in terms of performance.",2023-11-23,0.6,Positive
402,661,294,Very sleek design and works just as advertised. Love it!,2023-12-19,0.4125,Positive
403,485,233,"It's good enough to keep, but I'm not excited about it.",2024-04-03,0.1708333333333333,Positive
404,728,227,This is exactly what I was looking for. I'm so glad I bought it!,2024-01-12,0.4375,Positive
405,825,291,"It's not a bad product, but I think I could find something better.",2024-01-10,0.42499999999999993,Positive
406,870,208,"It's an okay product, but there are some issues I have with it.",2023-08-26,0.5,Positive
407,284,235,The product functions as expected but isn't remarkable.,2023-11-10,0.325,Positive
408,341,294,"It works fine for now, but I'm not sure about its long-term durability.",2024-02-05,0.08333333333333334,Positive
409,909,224,Worst purchase I've made in a while. It broke after just one use.,2023-10-02,-1.0,Negative
410,862,210,Everything about this product is perfect. So happy with it!,2023-10-10,1.0,Positive
411,649,211,"I had high hopes, but this product failed to deliver.",2023-11-15,-0.16999999999999998,Negative
412,224,200,"It didn't work from the start, and I'm very upset with the quality.",2024-04-23,0.2,Positive
413,198,275,The product does exactly what it's supposed to do. Very happy.,2023-12-04,0.625,Positive
414,130,279,Everything about this product is great! It works as advertised and more.,2024-01-02,0.75,Positive
415,885,288,The product does not match the description. Avoid this seller.,2023-09-25,0.0,Neutral
416,590,279,This is hands down the best purchase I've made this year.,2024-01-28,0.4222222222222222,Positive
417,168,280,"The customer service was fantastic, and the product arrived on time.",2024-06-04,0.4,Positive
418,940,279,I regret buying this. The quality is terrible and it stopped working within a week.,2023-12-29,-1.0,Negative
419,644,211,The quality is outstanding. I'm extremely impressed.,2024-05-13,0.75,Positive
420,568,208,I am extremely satisfied with my purchase. Worth every penny!,2023-10-21,0.4375,Positive
421,506,227,I've never been this satisfied with a purchase before.,2024-02-10,0.5,Positive
422,412,208,"It works fine, but I had expected a bit more for the price.",2024-03-30,0.2722222222222222,Positive
423,395,200,"An average experience overall, neither great nor bad.",2024-04-14,-0.012499999999999956,Neutral
424,985,250,"The product arrived on time, but it's just alright.",2023-11-18,0.0,Neutral
425,107,234,This is the worst item I've ever bought. I wish I could return it.,2024-04-02,-1.0,Negative
426,576,200,"It works fine, but I had expected a bit more for the price.",2023-10-20,0.2722222222222222,Positive
427,370,262,This product has saved me so much time and effort. I couldn't be happier.,2023-12-01,0.2,Positive
428,540,204,It's neither great nor terrible. It's just okay.,2024-01-14,0.10000000000000002,Positive
429,120,275,This product has exceeded all my expectations. Very satisfied.,2024-04-20,0.65,Positive
430,552,214,It stopped working almost immediately. Waste of money.,2024-04-11,-0.2,Negative
431,506,231,I would not recommend this to anyone. It's a complete waste of money.,2024-06-23,-0.05,Neutral
432,137,205,Not worth the investment. Very disappointing experience.,2023-08-11,-0.465,Negative
433,669,287,"I can't say it's amazing, but it does what I need it to do.",2024-03-13,0.6000000000000001,Positive
434,208,231,"This item is exactly as described, and it works beautifully!",2024-06-06,0.625,Positive
435,212,290,"I'm satisfied, but I'm not overly enthusiastic about this product.",2023-08-23,0.55,Positive
436,765,252,Extremely dissatisfied. The product broke down after just one use.,2023-12-31,-0.14027777777777778,Negative
437,402,234,This is one of the best products I've bought in a long time.,2023-12-08,0.475,Positive
438,762,292,"A practical product, though not particularly exciting.",2024-03-29,-0.15,Negative
439,119,204,"It works, but I've had better products for the same price.",2024-02-28,0.25,Positive
440,662,234,"It's good enough to keep, but I'm not excited about it.",2023-08-19,0.1708333333333333,Positive
441,445,281,"Excellent quality, great design, and super easy to use.",2023-09-21,0.6416666666666666,Positive
442,513,247,"It's functional, but it's not a must-have product.",2023-08-31,0.0,Neutral
443,482,241,This has been one of the best purchases I've made. Highly recommended!,2023-09-29,0.6,Positive
444,621,281,Everything about this product is great! It works as advertised and more.,2024-06-17,0.75,Positive
445,788,294,"Not good at all. The quality is very poor, and I'm disappointed.",2024-06-01,-0.54,Negative
446,949,286,I regret buying this. Save your money and look elsewhere.,2024-05-21,0.0,Neutral
447,872,289,"This product does its job, but I wouldn't go out of my way to buy it again.",2023-09-27,0.0,Neutral
448,992,258,I absolutely love this product! It exceeded my expectations in every way.,2023-10-15,0.625,Positive
449,904,229,Great performance and easy to use. I'm very satisfied with this product.,2024-05-21,0.6277777777777778,Positive
450,285,206,I'm very unhappy with this purchase. It didn't meet my expectations.,2023-10-25,-0.78,Negative
451,401,243,I couldn't be more pleased with this purchase. It works perfectly!,2023-12-12,0.6666666666666666,Positive
452,156,294,Everything about this product is great! It works as advertised and more.,2023-10-03,0.75,Positive
453,277,200,"It's functional, but it's not a must-have product.",2024-05-17,0.0,Neutral
454,297,264,"An average experience overall, neither great nor bad.",2024-03-18,-0.012499999999999956,Neutral
455,239,273,Everything about this product is perfect. So happy with it!,2024-06-15,1.0,Positive
456,886,260,"The customer service was fantastic, and the product arrived on time.",2023-10-16,0.4,Positive
457,115,220,I'm very pleased with how quickly it arrived and the quality of the product.,2023-07-02,0.4916666666666667,Positive
458,801,294,Top-notch customer service and a reliable product. Great job!,2023-10-20,1.0,Positive
459,672,273,"It's decent, though I expected a little more.",2024-04-06,0.09479166666666666,Positive
460,567,247,"I've used it a few times and it works, but it's not impressive.",2023-09-06,-0.35,Negative
461,240,293,The product was defective when I received it. Very disappointing.,2024-03-05,-0.78,Negative
462,510,291,"Perfect fit, great design, and works like a charm. Very pleased!",2024-06-21,0.753125,Positive
463,662,283,"It works, but it doesn't feel like a high-end product.",2023-09-18,0.0,Neutral
464,816,207,I've had a wonderful experience with this product. Definitely recommend it!,2023-08-09,0.5,Positive
465,599,299,Everything about this product is great! It works as advertised and more.,2023-09-20,0.75,Positive
466,941,273,I would not recommend this to anyone. It's a complete waste of money.,2023-09-05,-0.05,Neutral
467,678,284,It's neither great nor terrible. It's just okay.,2024-03-15,0.10000000000000002,Positive
468,148,253,"The quality is fine, but I've seen better products at this price.",2023-12-05,0.45833333333333337,Positive
469,448,268,This product is decent but doesn't stand out in any way.,2023-10-17,0.16666666666666666,Positive
470,651,214,"Very poor product. It broke down after minimal use, and I'm not happy.",2024-06-05,-0.29388888888888887,Negative
471,951,219,"It's a decent product, but it doesn't offer the best value for the price.",2023-08-16,0.5833333333333334,Positive
472,633,271,I've been using it for a while now and it's performing perfectly.,2023-10-21,1.0,Positive
473,313,237,I'm frustrated with this product. It's not what I hoped for at all.,2023-11-04,-0.7,Negative
474,901,265,"It's decent, though I expected a little more.",2023-10-02,0.09479166666666666,Positive
475,693,234,I absolutely love this! It's even better than I expected.,2024-06-22,0.3416666666666666,Positive
476,903,257,"The product works as expected, but it's nothing special.",2023-09-05,0.12857142857142856,Positive
477,487,207,Great performance and easy to use. I'm very satisfied with this product.,2024-05-28,0.6277777777777778,Positive
478,368,298,"I'm satisfied, but I'm not overly enthusiastic about this product.",2023-12-18,0.55,Positive
479,844,220,So impressed by the quality. This product truly delivers.,2023-10-26,1.0,Positive
480,420,240,Great product and excellent customer support. Totally worth it!,2024-04-21,0.725,Positive
481,733,216,"I love this item. It's sturdy, functional, and well-made.",2024-01-01,0.5,Positive
482,627,235,Absolutely love this product! It's a game-changer.,2023-09-25,0.625,Positive
483,759,236,"A practical product, though not particularly exciting.",2023-11-10,-0.15,Negative
484,383,275,This has made my life so much easier. I highly recommend it!,2023-11-20,0.2,Positive
485,656,265,The product is okay but nothing too special.,2024-05-24,0.4285714285714286,Positive
486,808,276,This is hands down the best purchase I've made this year.,2023-09-23,0.4222222222222222,Positive
487,476,284,The quality is outstanding. I'm extremely impressed.,2023-09-09,0.75,Positive
488,967,220,"I had high hopes for this, but it was a total letdown.",2023-07-26,0.08,Positive
489,537,291,"It's a decent product, but it doesn't offer the best value for the price.",2024-04-09,0.5833333333333334,Positive
490,308,280,"Excellent quality, great design, and super easy to use.",2023-10-18,0.6416666666666666,Positive
491,568,231,I've been using it for a while now and it's performing perfectly.,2023-11-19,1.0,Positive
492,523,252,This product does exactly what I wanted it to do. Very pleased.,2024-05-02,0.45,Positive
493,603,203,Perfect fit for my needs. Will definitely order again.,2023-07-19,0.4666666666666666,Positive
494,202,291,"I've used it a few times and it works, but it's not impressive.",2024-06-10,-0.35,Negative
495,889,263,"I've used it a few times and it works, but it's not impressive.",2024-02-11,-0.35,Negative
496,560,279,I absolutely love this product! It exceeded my expectations in every way.,2023-09-14,0.625,Positive
497,589,242,"Not good at all. The quality is very poor, and I'm disappointed.",2023-12-14,-0.54,Negative
498,606,219,"I had high hopes, but this product failed to deliver.",2023-11-14,-0.16999999999999998,Negative
499,735,201,"I was expecting something better, but this product is just average.",2024-01-25,0.175,Positive
500,556,211,This is one of the best products I've bought in a long time.,2024-02-09,0.475,Positive
501,482,259,"The product functions well, but I feel it could be improved in some areas.",2023-09-29,0.0,Neutral
502,848,225,"The product is decent, but I've come across better quality.",2024-05-14,0.3333333333333333,Positive
503,710,206,I've had a wonderful experience with this product. Definitely recommend it!,2024-01-23,0.5,Positive
504,559,216,Not worth the investment. Very disappointing experience.,2023-12-12,-0.465,Negative
505,951,264,"It didn't work from the start, and I'm very upset with the quality.",2023-07-11,0.2,Positive
506,511,281,It's easy to use and super efficient. I'm so glad I bought it.,2023-12-29,0.4222222222222222,Positive
507,771,271,The quality and performance of this product are top-notch.,2023-11-25,1.0,Positive
508,129,217,I couldn't be more pleased with this purchase. It works perfectly!,2024-02-25,0.6666666666666666,Positive
509,256,238,The quality is outstanding. I'm extremely impressed.,2023-07-03,0.75,Positive
510,164,234,"Not bad, but there's room for improvement in some areas.",2023-07-03,0.3499999999999999,Positive
511,806,215,"I was hoping for something better, but this item is completely useless.",2023-12-12,0.0,Neutral
512,686,203,Very poor quality. It's already falling apart after a few weeks of use.,2024-02-11,-0.36,Negative
513,973,280,"It works, but I've had better products for the same price.",2023-12-28,0.25,Positive
514,333,207,"The product arrived on time, and I couldn't be happier with it.",2024-06-18,0.0,Neutral
515,662,256,"The product arrived on time, but it's just alright.",2024-04-09,0.0,Neutral
516,474,219,I've had better products for less money. This one is definitely not worth it.,2024-03-21,0.06111111111111112,Positive
517,233,231,I don't recommend this at all. It's not functional and doesn't last.,2024-01-21,0.0,Neutral
518,544,268,The product is of poor quality. It doesn't last long and doesn't do what it should.,2023-08-28,-0.15,Negative
519,239,202,"It's not great, but it's not bad either. It's somewhere in between.",2024-02-17,-0.02500000000000005,Neutral
520,670,231,Impressed with the durability and performance of this product.,2024-01-20,1.0,Positive
521,469,236,I've never been this satisfied with a purchase before.,2023-11-18,0.5,Positive
522,336,234,"The product arrived on time, and I couldn't be happier with it.",2024-03-03,0.0,Neutral
523,391,283,Wonderful product! The quality and performance are unmatched.,2023-09-02,1.0,Positive
524,847,256,Perfect fit for my needs. Will definitely order again.,2024-05-08,0.4666666666666666,Positive
525,145,266,"It's a standard product, nothing to rave about.",2023-07-03,0.0,Neutral
526,611,291,"It's a standard product, nothing to rave about.",2024-03-05,0.0,Neutral
527,913,279,"This didn't work as expected, and I'm very disappointed with my purchase.",2024-01-12,-0.5375000000000001,Negative
528,108,270,Top-notch customer service and a reliable product. Great job!,2024-06-25,1.0,Positive
529,690,223,Excellent quality and fast shipping. Very happy with it.,2023-06-28,0.7333333333333334,Positive
530,747,231,I don't recommend this at all. It's not functional and doesn't last.,2024-04-06,0.0,Neutral
531,228,249,"Perfect fit, great design, and works like a charm. Very pleased!",2024-04-14,0.753125,Positive
532,548,216,This product is cheaply made and didn't meet my expectations at all.,2024-06-01,0.4,Positive
533,333,235,Best investment I've made in a long time. Very happy with my purchase.,2023-09-15,0.65,Positive
534,612,268,"I tried using it, but it's just not functional. Very frustrating.",2023-08-01,-0.52,Negative
535,229,255,Not worth the money at all. It's cheaply made and poorly designed.,2023-10-28,-0.05000000000000001,Negative
536,349,270,This is one of the best products I've bought in a long time.,2024-03-28,0.475,Positive
537,839,200,"The product is decent, but I've come across better quality.",2024-06-20,0.3333333333333333,Positive
538,994,293,"It's a decent product for the price, though there are better alternatives.",2024-02-07,0.3333333333333333,Positive
539,485,207,This product has made my daily routine so much easier. Highly recommend.,2023-10-07,0.12,Positive
540,743,207,Very high-quality product. I would buy it again without hesitation.,2024-01-26,0.2,Positive
541,793,266,I'm very pleased with how quickly it arrived and the quality of the product.,2023-10-31,0.4916666666666667,Positive
542,447,290,"I'm satisfied, but I'm not overly enthusiastic about this product.",2024-06-23,0.55,Positive
543,189,236,Great value for money. The product quality is superb!,2023-07-18,0.9,Positive
544,792,295,"The product arrived on time, but it's just alright.",2024-01-07,0.0,Neutral
545,402,244,Everything about this product is great! It works as advertised and more.,2024-01-03,0.75,Positive
546,772,236,This product has exceeded all my expectations. Very satisfied.,2024-02-23,0.65,Positive
547,257,234,This is one of the best products I've bought in a long time.,2023-11-18,0.475,Positive
548,571,271,"It works fine for what it's meant to do, but there's nothing exciting about it.",2023-12-04,0.35833333333333334,Positive
549,560,275,"The product is awful. It doesn't work as it should, and it's frustrating to use.",2023-11-25,-0.7,Negative
550,238,296,Perfect product for my needs! I can't imagine using anything else now.,2024-04-26,1.0,Positive
551,943,211,This product is decent but doesn't stand out in any way.,2023-10-05,0.16666666666666666,Positive
552,511,201,The product is not durable at all. It started malfunctioning right away.,2023-12-18,0.2857142857142857,Positive
553,474,252,Everything about this product is perfect. So happy with it!,2023-10-21,1.0,Positive
554,164,256,I couldn't be happier with my purchase. It's perfect for what I needed.,2023-07-03,1.0,Positive
555,894,220,"It's an okay product, nothing too fancy but does what it needs to do.",2023-12-16,0.5,Positive
556,720,255,"I'm so dissatisfied. It doesn't work, and the build quality is subpar.",2024-01-15,0.0,Neutral
557,590,259,Not worth the money at all. It's cheaply made and poorly designed.,2023-07-04,-0.05000000000000001,Negative
558,887,232,This has been one of the best purchases I've made. Highly recommended!,2024-02-05,0.6,Positive
559,276,217,I'm very pleased with how quickly it arrived and the quality of the product.,2023-07-26,0.4916666666666667,Positive
560,546,278,Impressed with the durability and performance of this product.,2024-04-30,1.0,Positive
561,162,258,The product is exactly what I was hoping for. I'm very satisfied.,2024-03-27,0.45,Positive
562,362,218,"Perfect fit, great design, and works like a charm. Very pleased!",2023-12-23,0.753125,Positive
563,554,214,Overpriced for what it offers. Very unhappy with my purchase.,2024-06-25,-0.34,Negative
564,589,265,I absolutely love this product! It exceeded my expectations in every way.,2024-02-15,0.625,Positive
565,887,290,"I tried using it, but it's just not functional. Very frustrating.",2023-11-10,-0.52,Negative
566,297,252,It's sufficient for basic needs but could be better.,2023-12-25,0.25,Positive
567,193,241,"It's a decent product for the price, though there are better alternatives.",2023-09-10,0.3333333333333333,Positive
568,659,213,"The product is decent, but I've come across better quality.",2023-10-18,0.3333333333333333,Positive
569,331,265,Terrible experience. The product doesn't perform well at all.,2024-05-23,-1.0,Negative
570,771,258,I'm really impressed with the quality and the results. 10/10!,2023-10-12,1.0,Positive
571,669,225,This product does exactly what I wanted it to do. Very pleased.,2024-06-22,0.45,Positive
572,550,249,This product is cheaply made and didn't meet my expectations at all.,2024-01-27,0.4,Positive
573,405,248,"It does its job, but I wouldn't say it's a standout product.",2023-07-28,0.0,Neutral
574,651,252,The product is exactly what I was hoping for. I'm very satisfied.,2024-04-01,0.45,Positive
575,481,298,"I've used it for a week, and it functions as advertised, but it's not extraordinary.",2024-03-12,-0.16666666666666666,Negative
576,729,206,"Customer service was unhelpful, and the product is subpar.",2024-04-05,0.0,Neutral
577,998,230,The quality is outstanding. I'm extremely impressed.,2024-06-10,0.75,Positive
578,605,275,This product is absolutely amazing. I'm recommending it to all my friends.,2023-11-30,0.6000000000000001,Positive
579,458,273,"The quality is fine, but I've seen better products at this price.",2023-08-12,0.45833333333333337,Positive
580,333,279,"It's functional, but it's not a must-have product.",2023-09-03,0.0,Neutral
581,650,207,Works perfectly! Totally exceeded my expectations in terms of performance.,2024-03-17,0.0,Neutral
582,775,236,"It serves its purpose, but it's not anything extraordinary.",2023-11-07,0.3333333333333333,Positive
583,578,297,Absolutely love this product! It's a game-changer.,2024-01-31,0.625,Positive
584,670,278,This product has made my daily routine so much easier. Highly recommend.,2023-10-10,0.12,Positive
585,172,299,I don't recommend this at all. It's not functional and doesn't last.,2023-09-07,0.0,Neutral
586,594,209,"It works so well, and it's exactly what I needed for my project.",2023-11-25,0.25,Positive
587,742,215,"It works, but it doesn't feel like a high-end product.",2023-11-05,0.0,Neutral
588,771,222,It's easy to use and super efficient. I'm so glad I bought it.,2024-06-08,0.4222222222222222,Positive
589,702,241,"Not good at all. The quality is very poor, and I'm disappointed.",2024-05-28,-0.54,Negative
590,201,274,"It's acceptable, but I don't have any strong feelings about it.",2023-09-16,0.43333333333333335,Positive
591,228,256,Extremely dissatisfied. The product broke down after just one use.,2024-04-16,-0.14027777777777778,Negative
592,863,254,Completely useless. It doesn't do what it says on the box.,2023-07-24,-0.5,Negative
593,484,296,It's neither great nor terrible. It's just okay.,2023-11-11,0.10000000000000002,Positive
594,385,232,Wonderful product! The quality and performance are unmatched.,2023-07-21,1.0,Positive
595,672,215,Great value for money. The product quality is superb!,2024-01-17,0.9,Positive
596,711,263,The product is okay but nothing too special.,2023-12-07,0.4285714285714286,Positive
597,710,256,I've had nothing but problems with this product. It's not reliable.,2023-10-27,0.0,Neutral
598,801,280,"The product functions well, but I feel it could be improved in some areas.",2023-09-14,0.0,Neutral
599,673,225,"I don't hate it, but I don't love it either. It's just average.",2023-10-05,-0.15000000000000002,Negative
600,643,288,I regret buying this. Save your money and look elsewhere.,2023-10-29,0.0,Neutral
601,555,249,Such a fantastic product at a great price. Worth every cent!,2024-01-13,0.39375000000000004,Positive
602,553,268,"It's good enough to keep, but I'm not excited about it.",2024-05-28,0.1708333333333333,Positive
603,553,204,"The instructions were unclear, and it doesn't work as advertised.",2023-08-09,0.0,Neutral
604,552,260,The item I received was completely different from what was shown online.,2024-01-18,0.0,Neutral
605,870,263,"The instructions were unclear, and it doesn't work as advertised.",2024-02-01,0.0,Neutral
606,576,291,This has been one of the best purchases I've made. Highly recommended!,2023-09-10,0.6,Positive
607,925,268,It's easy to use and super efficient. I'm so glad I bought it.,2023-12-21,0.4222222222222222,Positive
608,583,291,Very high-quality product. I would buy it again without hesitation.,2024-02-08,0.2,Positive
609,485,217,Very high-quality product. I would buy it again without hesitation.,2023-11-04,0.2,Positive
610,994,285,"It's not a bad product, but I think I could find something better.",2024-02-09,0.42499999999999993,Positive
611,492,244,The best product I've used in a long time. Kudos to the team!,2024-04-13,0.46875,Positive
612,481,277,"I've used it for a week, and it functions as advertised, but it's not extraordinary.",2024-01-27,-0.16666666666666666,Negative
613,233,213,I was expecting more from this product. It doesn't perform well.,2023-07-18,0.5,Positive
614,994,230,"It does the job, but I wasn't impressed by its performance.",2024-03-26,1.0,Positive
615,720,209,I've been using it for a while now and it's performing perfectly.,2023-08-04,1.0,Positive
616,172,201,The product is okay but nothing too special.,2023-06-28,0.4285714285714286,Positive
617,200,279,This product does exactly what I wanted it to do. Very pleased.,2024-03-16,0.45,Positive
618,436,283,"Perfect fit, great design, and works like a charm. Very pleased!",2024-03-16,0.753125,Positive
619,115,289,This is the worst item I've ever bought. I wish I could return it.,2023-10-23,-1.0,Negative
620,796,201,This product has made my daily routine so much easier. Highly recommend.,2023-12-16,0.12,Positive
621,936,205,Top-notch customer service and a reliable product. Great job!,2024-05-01,1.0,Positive
622,276,261,This is hands down the best purchase I've made this year.,2024-06-08,0.4222222222222222,Positive
623,977,217,"It's acceptable, but I don't have any strong feelings about it.",2024-04-21,0.43333333333333335,Positive
624,257,216,Such a fantastic product at a great price. Worth every cent!,2024-04-16,0.39375000000000004,Positive
625,727,244,"It works so well, and it's exactly what I needed for my project.",2023-08-22,0.25,Positive
626,456,251,This product is absolutely amazing. I'm recommending it to all my friends.,2024-02-04,0.6000000000000001,Positive
627,820,294,Very high-quality product. I would buy it again without hesitation.,2024-03-01,0.2,Positive
628,589,286,This is exactly what I was looking for. I'm so glad I bought it!,2023-09-02,0.4375,Positive
629,148,223,"It's not bad, just didn't live up to the expectations I had.",2023-08-13,0.24318181818181814,Positive
630,114,212,Works perfectly! Totally exceeded my expectations in terms of performance.,2024-02-18,0.0,Neutral
